Source,Target,Type,Id,Label,Weight
150,258,Directed,12356,,0.2065
150,182,Directed,12357,,0.0863
67,150,Directed,12358,,0.1069
150,219,Directed,12359,,0.2151
150,299,Directed,12360,,0.1227
150,152,Directed,12361,,0.0328
150,162,Directed,12362,,0.0104
47,150,Directed,12363,,0.2555
144,150,Directed,12364,,0.1945
150,263,Directed,12365,,0.2335
150,301,Directed,12366,,0.1289
150,221,Directed,12367,,0.0522
150,321,Directed,12368,,0.2158
150,292,Directed,12369,,0.1318
150,306,Directed,12370,,0.1371
150,212,Directed,12371,,0.0379
92,150,Directed,12372,,0.0264
91,150,Directed,12373,,0.0309
150,202,Directed,12374,,0.0349
150,322,Directed,12375,,0.2178
150,324,Directed,12376,,0.2193
118,166,Directed,12377,,0.089
166,261,Directed,12378,,0.077
166,248,Directed,12379,,0.0886
166,201,Directed,12380,,0.0914
150,166,Directed,12381,,0.1586
166,311,Directed,12382,,0.1832
146,166,Directed,12383,,0.1583
147,166,Directed,12384,,0.1567
166,258,Directed,12385,,0.0706
112,166,Directed,12386,,0.1121
166,313,Directed,12387,,0.3226
166,182,Directed,12388,,0.0746
67,166,Directed,12389,,0.077
166,219,Directed,12390,,0.0631
166,299,Directed,12391,,0.1618
152,166,Directed,12392,,0.1258
166,293,Directed,12393,,0.1055
162,166,Directed,12394,,0.151
47,166,Directed,12395,,0.115
144,166,Directed,12396,,0.0374
166,263,Directed,12397,,0.0919
166,301,Directed,12398,,0.1603
166,177,Directed,12399,,0.1399
166,232,Directed,12400,,0.0883
166,296,Directed,12401,,0.1085
123,166,Directed,12402,,0.0894
166,172,Directed,12403,,0.052
166,292,Directed,12404,,0.1196
166,203,Directed,12405,,0.0898
65,166,Directed,12406,,0.1059
166,167,Directed,12407,,0.0947
166,197,Directed,12408,,0.0905
166,297,Directed,12409,,0.1032
166,246,Directed,12410,,0.0847
166,253,Directed,12411,,0.0881
94,166,Directed,12412,,0.0917
166,183,Directed,12413,,0.0857
166,276,Directed,12414,,0.0766
166,225,Directed,12415,,0.056
166,169,Directed,12416,,0.0758
166,216,Directed,12417,,0.0572
166,274,Directed,12418,,0.0794
133,166,Directed,12419,,0.0481
45,166,Directed,12420,,0.0988
128,166,Directed,12421,,0.0596
166,251,Directed,12422,,0.0883
166,198,Directed,12423,,0.0431
90,166,Directed,12424,,0.0855
166,213,Directed,12425,,0.0808
166,250,Directed,12426,,0.0821
130,166,Directed,12427,,0.0749
166,242,Directed,12428,,0.0917
75,166,Directed,12429,,0.1021
140,166,Directed,12430,,0.0426
82,166,Directed,12431,,0.0551
166,206,Directed,12432,,0.0634
148,166,Directed,12433,,0.0779
51,166,Directed,12434,,0.0796
81,166,Directed,12435,,0.0472
166,175,Directed,12436,,0.0195
50,166,Directed,12437,,0.0828
106,166,Directed,12438,,0.05
41,166,Directed,12439,,0.0831
142,166,Directed,12440,,0.0564
166,184,Directed,12441,,0.0158
153,166,Directed,12442,,0.0137
166,168,Directed,12443,,0.0104
118,311,Directed,12444,,0.1594
201,311,Directed,12445,,0.2423
182,311,Directed,12446,,0.134
67,311,Directed,12447,,0.1939
152,311,Directed,12448,,0.1404
162,311,Directed,12449,,0.1369
47,311,Directed,12450,,0.2976
263,311,Directed,12451,,0.1993
301,311,Directed,12452,,0.0237
221,311,Directed,12453,,0.0966
311,321,Directed,12454,,0.1011
292,311,Directed,12455,,0.0647
203,311,Directed,12456,,0.2392
306,311,Directed,12457,,0.0086
94,311,Directed,12458,,0.1684
311,322,Directed,12459,,0.1057
287,311,Directed,12460,,0.0486
311,324,Directed,12461,,0.1021
118,146,Directed,12462,,0.0724
146,311,Directed,12463,,0.1468
146,182,Directed,12464,,0.0862
67,146,Directed,12465,,0.1061
146,299,Directed,12466,,0.1238
146,152,Directed,12467,,0.0325
146,301,Directed,12468,,0.13
146,221,Directed,12469,,0.0531
146,232,Directed,12470,,0.0987
123,146,Directed,12471,,0.0714
146,172,Directed,12472,,0.1071
146,292,Directed,12473,,0.1326
146,306,Directed,12474,,0.1383
119,146,Directed,12475,,0.0126
94,146,Directed,12476,,0.0745
146,307,Directed,12477,,0.1418
146,212,Directed,12478,,0.039
92,146,Directed,12479,,0.025
91,146,Directed,12480,,0.0296
146,189,Directed,12481,,0.0654
146,202,Directed,12482,,0.0358
80,146,Directed,12483,,0.0329
146,168,Directed,12484,,0.1686
109,118,Directed,12485,,0.0862
109,261,Directed,12486,,0.1605
109,248,Directed,12487,,0.2545
109,201,Directed,12488,,0.2655
109,150,Directed,12489,,0.0218
109,166,Directed,12490,,0.1744
109,311,Directed,12491,,0.1652
109,146,Directed,12492,,0.0211
109,147,Directed,12493,,0.0227
109,258,Directed,12494,,0.2256
109,112,Directed,12495,,0.0629
109,182,Directed,12496,,0.1045
67,109,Directed,12497,,0.1156
109,219,Directed,12498,,0.2328
109,299,Directed,12499,,0.1431
109,152,Directed,12500,,0.0503
109,293,Directed,12501,,0.1714
109,162,Directed,12502,,0.0321
47,109,Directed,12503,,0.2658
109,230,Directed,12504,,0.0851
109,179,Directed,12505,,0.0455
109,144,Directed,12506,,0.2092
109,301,Directed,12507,,0.1495
109,174,Directed,12508,,0.042
109,177,Directed,12509,,0.0464
109,221,Directed,12510,,0.0736
109,176,Directed,12511,,0.0765
109,310,Directed,12512,,0.1625
109,232,Directed,12513,,0.1193
109,131,Directed,12514,,0.056
109,321,Directed,12515,,0.23
109,203,Directed,12516,,0.2638
109,167,Directed,12517,,0.0819
109,306,Directed,12518,,0.1568
94,109,Directed,12519,,0.0863
109,161,Directed,12520,,0.0713
109,159,Directed,12521,,0.0647
109,307,Directed,12522,,0.1608
95,109,Directed,12523,,0.0398
109,212,Directed,12524,,0.0586
92,109,Directed,12525,,0.027
91,109,Directed,12526,,0.0348
109,202,Directed,12527,,0.0565
80,109,Directed,12528,,0.0128
109,273,Directed,12529,,0.1108
118,147,Directed,12530,,0.0711
147,248,Directed,12531,,0.2344
147,201,Directed,12532,,0.2472
147,150,Directed,12533,,0.002
147,311,Directed,12534,,0.1457
146,147,Directed,12535,,0.0017
147,258,Directed,12536,,0.2049
147,182,Directed,12537,,0.0845
67,147,Directed,12538,,0.105
147,219,Directed,12539,,0.2134
147,299,Directed,12540,,0.1226
147,152,Directed,12541,,0.031
147,293,Directed,12542,,0.1487
47,147,Directed,12543,,0.2535
147,301,Directed,12544,,0.1288
147,177,Directed,12545,,0.0237
147,221,Directed,12546,,0.0517
147,310,Directed,12547,,0.143
147,232,Directed,12548,,0.097
147,321,Directed,12549,,0.2166
123,147,Directed,12550,,0.07
147,172,Directed,12551,,0.1055
147,292,Directed,12552,,0.131
147,167,Directed,12553,,0.0625
147,306,Directed,12554,,0.1372
94,147,Directed,12555,,0.0733
147,307,Directed,12556,,0.1406
147,284,Directed,12557,,0.1047
147,212,Directed,12558,,0.0378
92,147,Directed,12559,,0.0251
91,147,Directed,12560,,0.0293
125,147,Directed,12561,,0.0171
147,305,Directed,12562,,0.134
147,202,Directed,12563,,0.0344
147,218,Directed,12564,,0.0528
99,147,Directed,12565,,0.0616
147,322,Directed,12566,,0.2187
80,147,Directed,12567,,0.0344
143,147,Directed,12568,,0.0055
147,273,Directed,12569,,0.0893
96,147,Directed,12570,,0.0255
147,300,Directed,12571,,0.1247
147,153,Directed,12572,,0.1684
147,324,Directed,12573,,0.2201
201,258,Directed,12574,,0.0662
182,258,Directed,12575,,0.1214
152,258,Directed,12576,,0.1754
47,258,Directed,12577,,0.1437
144,258,Directed,12578,,0.0702
258,263,Directed,12579,,0.0271
203,258,Directed,12580,,0.0629
258,297,Directed,12581,,0.0784
253,258,Directed,12582,,0.0299
183,258,Directed,12583,,0.0701
169,258,Directed,12584,,0.0701
216,258,Directed,12585,,0.0862
258,274,Directed,12586,,0.0137
250,258,Directed,12587,,0.0232
258,264,Directed,12588,,0.0151
112,118,Directed,12589,,0.0233
112,248,Directed,12590,,0.1952
112,201,Directed,12591,,0.2035
112,150,Directed,12592,,0.051
112,311,Directed,12593,,0.1577
112,146,Directed,12594,,0.0502
112,147,Directed,12595,,0.049
112,258,Directed,12596,,0.1684
112,182,Directed,12597,,0.0487
67,112,Directed,12598,,0.0563
112,219,Directed,12599,,0.1723
112,299,Directed,12600,,0.1321
112,152,Directed,12601,,0.0229
112,293,Directed,12602,,0.1319
112,162,Directed,12603,,0.047
47,112,Directed,12604,,0.2046
112,144,Directed,12605,,0.1464
112,263,Directed,12606,,0.1947
112,301,Directed,12607,,0.1362
112,177,Directed,12608,,0.0434
112,221,Directed,12609,,0.0649
112,310,Directed,12610,,0.1552
112,232,Directed,12611,,0.0764
112,296,Directed,12612,,0.1346
112,123,Directed,12613,,0.0228
112,172,Directed,12614,,0.0643
112,292,Directed,12615,,0.122
112,203,Directed,12616,,0.2019
65,112,Directed,12617,,0.2025
112,167,Directed,12618,,0.0282
112,306,Directed,12619,,0.1493
112,253,Directed,12620,,0.1938
94,112,Directed,12621,,0.0242
112,307,Directed,12622,,0.15
112,212,Directed,12623,,0.0626
92,112,Directed,12624,,0.0379
91,112,Directed,12625,,0.0302
112,125,Directed,12626,,0.0609
112,189,Directed,12627,,0.0405
112,305,Directed,12628,,0.1417
112,202,Directed,12629,,0.0545
99,112,Directed,12630,,0.0128
112,157,Directed,12631,,0.0387
90,112,Directed,12632,,0.0317
112,126,Directed,12633,,0.0159
112,136,Directed,12634,,0.0503
112,137,Directed,12635,,0.0151
71,112,Directed,12636,,0.0326
100,112,Directed,12637,,0.0083
84,112,Directed,12638,,0.0131
70,112,Directed,12639,,0.0267
118,313,Directed,12640,,0.4076
248,313,Directed,12641,,0.2347
201,313,Directed,12642,,0.2389
258,313,Directed,12643,,0.2609
182,313,Directed,12644,,0.3823
67,313,Directed,12645,,0.3992
219,313,Directed,12646,,0.2595
47,313,Directed,12647,,0.3086
263,313,Directed,12648,,0.2344
246,313,Directed,12649,,0.2387
313,316,Directed,12650,,0.0086
312,313,Directed,12651,,0.0096
313,329,Directed,12652,,0.3011
313,318,Directed,12653,,0.0179
313,319,Directed,12654,,0.0212
313,314,Directed,12655,,0.0045
313,331,Directed,12656,,0.3468
313,317,Directed,12657,,0.0071
313,326,Directed,12658,,0.0736
313,315,Directed,12659,,0.0072
182,301,Directed,12660,,0.1105
182,216,Directed,12661,,0.0373
182,274,Directed,12662,,0.1225
92,182,Directed,12663,,0.0837
182,222,Directed,12664,,0.0429
106,182,Directed,12665,,0.0465
160,182,Directed,12666,,0.0122
182,196,Directed,12667,,0.0133
67,118,Directed,12668,,0.0388
67,201,Directed,12669,,0.1639
67,258,Directed,12670,,0.1454
67,182,Directed,12671,,0.0604
67,152,Directed,12672,,0.0783
67,162,Directed,12673,,0.1033
47,67,Directed,12674,,0.1502
67,144,Directed,12675,,0.1033
67,263,Directed,12676,,0.1685
67,301,Directed,12677,,0.1705
67,292,Directed,12678,,0.1431
67,203,Directed,12679,,0.163
65,67,Directed,12680,,0.1498
67,197,Directed,12681,,0.1629
67,246,Directed,12682,,0.1617
67,253,Directed,12683,,0.1651
67,183,Directed,12684,,0.1562
67,307,Directed,12685,,0.1847
67,274,Directed,12686,,0.1518
67,189,Directed,12687,,0.0745
67,133,Directed,12688,,0.0368
67,76,Directed,12689,,0.0508
67,78,Directed,12690,,0.01
43,67,Directed,12691,,0.0364
118,219,Directed,12692,,0.1498
219,248,Directed,12693,,0.0263
201,219,Directed,12694,,0.0395
219,258,Directed,12695,,0.0299
182,219,Directed,12696,,0.1288
67,219,Directed,12697,,0.1399
219,299,Directed,12698,,0.1873
152,219,Directed,12699,,0.1828
162,219,Directed,12700,,0.2065
47,219,Directed,12701,,0.1144
144,219,Directed,12702,,0.0477
219,263,Directed,12703,,0.0336
219,301,Directed,12704,,0.1834
219,232,Directed,12705,,0.1286
123,219,Directed,12706,,0.1499
172,219,Directed,12707,,0.1085
203,219,Directed,12708,,0.0366
65,219,Directed,12709,,0.0984
197,219,Directed,12710,,0.0392
219,297,Directed,12711,,0.1056
219,246,Directed,12712,,0.023
219,253,Directed,12713,,0.0268
94,219,Directed,12714,,0.1535
183,219,Directed,12715,,0.0412
169,219,Directed,12716,,0.0402
219,274,Directed,12717,,0.0436
133,219,Directed,12718,,0.1101
219,250,Directed,12719,,0.0227
118,299,Directed,12720,,0.1337
201,299,Directed,12721,,0.2268
299,311,Directed,12722,,0.0257
258,299,Directed,12723,,0.1635
182,299,Directed,12724,,0.1088
67,299,Directed,12725,,0.1685
152,299,Directed,12726,,0.1153
162,299,Directed,12727,,0.1136
144,299,Directed,12728,,0.1958
299,301,Directed,12729,,0.0076
221,299,Directed,12730,,0.0722
232,299,Directed,12731,,0.0771
299,321,Directed,12732,,0.1232
123,299,Directed,12733,,0.1317
292,299,Directed,12734,,0.048
299,306,Directed,12735,,0.0178
94,299,Directed,12736,,0.1427
299,307,Directed,12737,,0.0182
92,299,Directed,12738,,0.1427
125,299,Directed,12739,,0.1366
299,305,Directed,12740,,0.0118
299,322,Directed,12741,,0.1274
273,299,Directed,12742,,0.0353
287,299,Directed,12743,,0.0244
286,299,Directed,12744,,0.0357
152,201,Directed,12745,,0.2163
152,182,Directed,12746,,0.0542
47,152,Directed,12747,,0.2244
152,263,Directed,12748,,0.2023
152,301,Directed,12749,,0.1202
152,221,Directed,12750,,0.0447
152,297,Directed,12751,,0.14
152,183,Directed,12752,,0.2114
152,307,Directed,12753,,0.1335
92,152,Directed,12754,,0.0326
91,152,Directed,12755,,0.0283
125,152,Directed,12756,,0.0463
152,189,Directed,12757,,0.0357
152,305,Directed,12758,,0.1257
152,202,Directed,12759,,0.0321
152,222,Directed,12760,,0.0486
80,152,Directed,12761,,0.0588
126,152,Directed,12762,,0.0331
127,152,Directed,12763,,0.021
152,215,Directed,12764,,0.04
129,152,Directed,12765,,0.0327
152,156,Directed,12766,,0.0277
118,293,Directed,12767,,0.1207
248,293,Directed,12768,,0.1233
201,293,Directed,12769,,0.1558
293,311,Directed,12770,,0.0865
146,293,Directed,12771,,0.1503
258,293,Directed,12772,,0.0911
182,293,Directed,12773,,0.0876
67,293,Directed,12774,,0.1428
219,293,Directed,12775,,0.1165
293,299,Directed,12776,,0.073
152,293,Directed,12777,,0.1265
162,293,Directed,12778,,0.1393
47,293,Directed,12779,,0.216
144,293,Directed,12780,,0.1335
263,293,Directed,12781,,0.1143
293,301,Directed,12782,,0.0681
293,296,Directed,12783,,0.0032
172,293,Directed,12784,,0.0891
292,293,Directed,12785,,0.0259
203,293,Directed,12786,,0.1527
65,293,Directed,12787,,0.2037
167,293,Directed,12788,,0.1038
293,306,Directed,12789,,0.0838
293,297,Directed,12790,,0.0165
246,293,Directed,12791,,0.1198
253,293,Directed,12792,,0.12
183,293,Directed,12793,,0.1575
293,307,Directed,12794,,0.0766
225,293,Directed,12795,,0.053
216,293,Directed,12796,,0.0595
284,293,Directed,12797,,0.0698
274,293,Directed,12798,,0.082
133,293,Directed,12799,,0.1082
293,305,Directed,12800,,0.0696
286,293,Directed,12801,,0.0419
281,293,Directed,12802,,0.0368
293,309,Directed,12803,,0.0393
290,293,Directed,12804,,0.0172
142,293,Directed,12805,,0.1469
162,201,Directed,12806,,0.241
147,162,Directed,12807,,0.0095
162,258,Directed,12808,,0.1971
162,182,Directed,12809,,0.0777
152,162,Directed,12810,,0.0261
144,162,Directed,12811,,0.1873
162,301,Directed,12812,,0.1196
162,221,Directed,12813,,0.0423
162,321,Directed,12814,,0.2101
162,307,Directed,12815,,0.1317
92,162,Directed,12816,,0.0312
91,162,Directed,12817,,0.0334
125,162,Directed,12818,,0.0263
162,305,Directed,12819,,0.1249
162,202,Directed,12820,,0.025
80,162,Directed,12821,,0.044
162,273,Directed,12822,,0.08
47,201,Directed,12823,,0.0938
47,182,Directed,12824,,0.1826
47,144,Directed,12825,,0.0825
47,203,Directed,12826,,0.0963
47,253,Directed,12827,,0.1334
47,183,Directed,12828,,0.0836
47,56,Directed,12829,,0.0122
47,74,Directed,12830,,0.031
47,86,Directed,12831,,0.0555
118,230,Directed,12832,,0.0737
230,261,Directed,12833,,0.0849
230,248,Directed,12834,,0.1911
201,230,Directed,12835,,0.2122
150,230,Directed,12836,,0.0634
166,230,Directed,12837,,0.1295
230,311,Directed,12838,,0.0901
146,230,Directed,12839,,0.0642
147,230,Directed,12840,,0.0627
230,258,Directed,12841,,0.1591
112,230,Directed,12842,,0.068
182,230,Directed,12843,,0.0586
67,230,Directed,12844,,0.1115
219,230,Directed,12845,,0.1744
230,299,Directed,12846,,0.0648
152,230,Directed,12847,,0.0505
230,293,Directed,12848,,0.0887
162,230,Directed,12849,,0.0532
47,230,Directed,12850,,0.2408
179,230,Directed,12851,,0.0401
230,263,Directed,12852,,0.186
230,301,Directed,12853,,0.0697
177,230,Directed,12854,,0.0398
221,230,Directed,12855,,0.0127
176,230,Directed,12856,,0.0412
230,310,Directed,12857,,0.0875
230,232,Directed,12858,,0.046
230,321,Directed,12859,,0.1774
172,230,Directed,12860,,0.0802
230,292,Directed,12861,,0.0688
167,230,Directed,12862,,0.0509
230,306,Directed,12863,,0.0816
230,297,Directed,12864,,0.1044
94,230,Directed,12865,,0.0819
161,230,Directed,12866,,0.0478
159,230,Directed,12867,,0.0468
230,307,Directed,12868,,0.083
230,284,Directed,12869,,0.0453
212,230,Directed,12870,,0.029
92,230,Directed,12871,,0.0793
91,230,Directed,12872,,0.0773
125,230,Directed,12873,,0.0789
189,230,Directed,12874,,0.0374
230,305,Directed,12875,,0.0751
230,239,Directed,12876,,0.0576
202,230,Directed,12877,,0.0287
218,230,Directed,12878,,0.0099
157,230,Directed,12879,,0.0521
230,237,Directed,12880,,0.0071
222,230,Directed,12881,,0.0165
143,230,Directed,12882,,0.0666
230,273,Directed,12883,,0.0295
230,298,Directed,12884,,0.0577
230,240,Directed,12885,,0.0301
230,287,Directed,12886,,0.0491
230,286,Directed,12887,,0.0553
230,281,Directed,12888,,0.0569
230,300,Directed,12889,,0.068
204,230,Directed,12890,,0.0208
230,252,Directed,12891,,0.0179
186,230,Directed,12892,,0.0304
230,295,Directed,12893,,0.0532
215,230,Directed,12894,,0.0141
230,272,Directed,12895,,0.0393
230,235,Directed,12896,,0.0108
230,243,Directed,12897,,0.0179
230,238,Directed,12898,,0.0174
227,230,Directed,12899,,0.017
118,179,Directed,12900,,0.0628
179,261,Directed,12901,,0.1167
150,179,Directed,12902,,0.0238
179,311,Directed,12903,,0.1259
